Bacterial_Strain,Accession,TaxID,Species,Genus,Family,Order,Class,Phylum
Rubellimicrobium_mesophilum_DSM_19309_strainDSM_19309,NZ_KK088521.1,442562,Rubellimicrobium_mesophilum,Rubellimicrobium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Limimaricola_hongkongensis_DSM_17492_strainDSM_17492,NZ_CM002675.1,1122180,Limimaricola_hongkongensis,Limimaricola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Fervidicella_metallireducens_AeB_strainAeB,NZ_AZQP01000001.1,1403537,Fervidicella_metallireducens,Fervidicella,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Chondromyces_apiculatus_DSM_436_strainDSM_436,NZ_ASRX01000001.1,1192034,Chondromyces_apiculatus,Chondromyces,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria
Actinotalea_ferrariae_CF54_strainCF54,NZ_AXCW01000001.1,948458,Actinotalea_ferrariae,Actinotalea,Cellulomonadaceae,Micrococcales,Actinobacteria,Actinobacteria
Aggregatibacter_actinomycetemcomitans_HK1651_strainHK1651,NZ_CP007502.1,272556,Aggregatibacter_actinomycetemcomitans,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Lactobacillus_plantarum_DOMLa_strainDOMLa,NZ_CP004406.1,1300221,Lactobacillus_plantarum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Treponema_pallidum_subsp_pallidum_str_Sea_814_strainSea_814,NZ_CP003679.1,1095955,Treponema_pallidum,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes
Flavobacterium_succinicans_LMG_10402_strainLMG_10402,NZ_JATV01000001.1,1450525,Flavobacterium_succinicans,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Aeromonas_hydrophila_YL17_strainYL17,NZ_CP007518.2,1448139,Aeromonas_hydrophila,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria
Brevibacillus_agri_52_strain52,NZ_JATL01000001.1,1444307,Brevibacillus_agri,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes
Lactobacillus_sucicola_DSM_21376__JCM_15457_strainJCM_15457,NZ_BALC01000015.1,1423806,Lactobacillus_sucicola,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Bordetella_holmesii_ATCC_51541_strainATCC_51541,NZ_CP007494.1,1247649,Bordetella_holmesii,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Paenibacillus_sabinae_T27_strainT27,NZ_CP004078.1,1268072,Paenibacillus_sabinae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_jeddahensis_strainJCE,NZ_CCAS010000001.1,1461580,Bacillus_jeddahensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_dielmoensis,NZ_HG942011.1,1347369,Bacillus_dielmoensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Castellaniella_defragrans_65Phen_strain65Phen,NZ_HG916765.1,1437824,Castellaniella_defragrans,Castellaniella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Bacillus_ndiopicus,NZ_HG964403.1,1347368,Bacillus_ndiopicus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Mycolicibacterium_mageritense_DSM_44476__CIP_104973_strainCIP_104973,NZ_CCBF010000001.1,1209984,Mycolicibacterium_mageritense,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Clostridium_ihumii_AP5_strainAP5,NZ_CCAT010000001.1,1211817,Clostridium_ihumii,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Oceanobacillus_picturae_strainS1,NZ_CCAX010000001.1,171693,Oceanobacillus_picturae,Oceanobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bartonella_henselae_strainBM1374163,NZ_HG965802.1,38323,Bartonella_henselae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Listeria_monocytogenes_R479a_strainR479a,NZ_HG813247.1,1437838,Listeria_monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes
Mycolicibacterium_cosmeticum_strainDSM_44829,NZ_CCBB010000001.1,258533,Mycolicibacterium_cosmeticum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Mycobacterium_asiaticum_DSM_44297_strainDSM_44297,NZ_HG964936.1,1265310,Mycobacterium_asiaticum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Acetobacter_papayae_JCM_25143_strainJCM_25143,NZ_BAIN01000177.1,1234671,Acetobacter_papayae,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Prevotella_disiens_JCM_6334__ATCC_29426_strainJCM_6334,NZ_BAIS01000187.1,1235811,Prevotella_disiens,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_shahii_DSM_15611__JCM_12083_strainJCM_12083,NZ_BAIZ01000142.1,1122991,Prevotella_shahii,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_oris_DSM_18711__JCM_12252_strainJCM_12252,NZ_BAJC01000094.1,1122989,Prevotella_oris,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_oulorum_JCM_14966_strainJCM_14966,NZ_BAJQ01000138.1,1236497,Prevotella_oulorum,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Bacteroides_paurosaccharolyticus_JCM_15092_strainJCM_15092,NZ_BAJR01000089.1,1236498,Bacteroides_paurosaccharolyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Asaia_astilbis_JCM_15831_strainJCM_15831,NZ_BAJT01000049.1,1236500,Asaia_astilbis,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_okinawensis_JCM_25146_strainJCM_25146,NZ_BAJU01000127.1,1236501,Acetobacter_okinawensis,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Prevotella_histicola_JCM_15637__DNF00424_strainJCM_15637,NZ_BAJX01000055.1,1236504,Prevotella_histicola,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_falsenii_DSM_22864__JCM_15124_strainJCM_15124,NZ_BAJY01000092.1,1122983,Prevotella_falsenii,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_aurantiaca_JCM_15754_strainJCM_15754,NZ_BAKF01000148.1,1236508,Prevotella_aurantiaca,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_dentasini_JCM_15908_strainJCM_15908,NZ_BAKG01000041.1,1236509,Prevotella_dentasini,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_micans_DSM_21469__JCM_16134_strainJCM_16134,NZ_BAKH01000108.1,1122987,Prevotella_micans,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Bacteroides_faecichinchillae_JCM_17102_strainJCM_17102,NZ_BAKK01000144.1,1236513,Bacteroides_faecichinchillae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Prevotella_saccharolytica_JCM_17484_strainJCM_17484,NZ_BAKN01000082.1,1236516,Prevotella_saccharolytica,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Porphyromonas_cangingivalis_JCM_15983_strainJCM_15983,NZ_BAKR01000048.1,1236520,Porphyromonas_cangingivalis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Porphyromonas_gingivicanis_JCM_15907_strainJCM_15907,NZ_BAKX01000035.1,1236526,Porphyromonas_gingivicanis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Shewanella_marina_JCM_15074_strainJCM_15074,NZ_BALM01000075.1,1236542,Shewanella_marina,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Lactobacillus_hamsteri_DSM_5661__JCM_6256_strainJCM_6256,NZ_BALY01000081.1,1423754,Lactobacillus_hamsteri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Lactobacillus_equi_DSM_15833__JCM_10991_strainJCM_10991,NZ_BAMI01000158.1,1423740,Lactobacillus_equi,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Lactobacillus_fuchuensis_DSM_14340__JCM_11249_strainJCM_11249,NZ_BAMJ01000071.1,1423747,Lactobacillus_fuchuensis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Lactobacillus_hayakitensis_DSM_18933__JCM_14209_strainJCM_14209,NZ_BAML01000082.1,1423755,Lactobacillus_hayakitensis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Lactobacillus_nodensis_DSM_19682__JCM_14932__NBRC_107160_strainJCM_14932,NZ_BAMN01000052.1,1423775,Lactobacillus_nodensis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Bacillus_mannanilyticus_JCM_10596_strainJCM_10596,NZ_BAMO01000108.1,1236954,Bacillus_mannanilyticus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Nitratireductor_aquibiodomus_NL21__JCM_21793_strainJCM_21793,NZ_BAMP01000207.1,1231185,Nitratireductor_aquibiodomus,Nitratireductor,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Sneathiella_glossodoripedis_JCM_23214_strainJCM_23214,NZ_BAMS01000012.1,1236958,Sneathiella_glossodoripedis,Sneathiella,Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Proteobacteria
Acidomonas_methanolica_NBRC_104435_strainMB58,NZ_BAND01000546.1,1231351,Acidomonas_methanolica,Acidomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Methylobacillus_glycogenes_JCM_2850_strainJCM_2850,NZ_BAMT01000028.1,1236959,Methylobacillus_glycogenes,Methylobacillus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria
Sulfurihydrogenibium_subterraneum_DSM_15120_strainDSM_15120,NZ_JHUV01000001.1,1123325,Sulfurihydrogenibium_subterraneum,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae
Alkanindiges_illinoisensis_DSM_15370_strainDSM_15370,NZ_JHUX01000001.1,1120977,Alkanindiges_illinoisensis,Alkanindiges,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Balneatrix_alpica_DSM_16621_strainDSM_16621,NZ_JHUZ01000001.1,1121103,Balneatrix_alpica,Balneatrix,Balneatrichaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Nitrosospira_briensis_C128_strainC128,NZ_CP012371.1,1266925,Nitrosospira_briensis,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria
Clostridium_lundense_DSM_17049_strainDSM_17049,NZ_JHVC01000001.1,1410653,Clostridium_lundense,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Mycoplasma_spumans_ATCC_19526_strainATCC_19526,NZ_JHVF01000001.1,1408470,Mycoplasma_spumans,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Zymobacter_palmae_DSM_10491_strainDSM_10491,NZ_JHVG01000001.1,1123510,Zymobacter_palmae,Zymobacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Halomonas_halodenitrificans_DSM_735_strainDSM_735,NZ_JHVH01000001.1,1121941,Halomonas_halodenitrificans,Halomonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Meiothermus_cerbereus_DSM_11376_strainDSM_11376,NZ_JHVI01000001.1,1122221,Meiothermus_cerbereus,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus
Marinobacterium_jannaschii_DSM_6295_strainDSM_6295,NZ_KK211064.1,1122200,Marinobacterium_jannaschii,Marinobacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Microvirgula_aerodenitrificans_DSM_15089_strainDSM_15089,NZ_JHVK01000001.1,1122240,Microvirgula_aerodenitrificans,Microvirgula,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria
Clostridiisalibacter_paucivorans_DSM_22131_strainDSM_22131,NZ_JHVL01000001.1,1121289,Clostridiisalibacter_paucivorans,Clostridiisalibacter,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Deefgea_rivuli_DSM_18356_strainDSM_18356,NZ_KK211081.1,1121375,Deefgea_rivuli,Deefgea,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria
Anoxybacillus_tepidamans_PS2_strainPS2,NZ_JHVN01000001.1,1382358,Anoxybacillus_tepidamans,Anoxybacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Desulfitibacter_alkalitolerans_DSM_16504_strainDSM_16504,NZ_KK211100.1,1304884,Desulfitibacter_alkalitolerans,Desulfitibacter,Peptococcaceae,Clostridiales,Clostridia,Firmicutes
Dyella_japonica_UNC79MFTsu32_strainUNC79MFTsu32,NZ_JIBD01000001.1,1380365,Dyella_japonica,Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Desulfovermiculus_halophilus_DSM_18834_strainDSM_18834,NZ_KK211185.1,1121433,Desulfovermiculus_halophilus,Desulfovermiculus,Desulfohalobiaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria
Pseudonocardia_acaciae_DSM_45401_strainDSM_45401,NZ_JIAI01000001.1,1123023,Pseudonocardia_acaciae,Pseudonocardia,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria
Conchiformibius_steedae_DSM_2580_strainDSM_2580,NZ_JHZP01000001.1,1121352,Conchiformibius_steedae,Conchiformibius,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria
Clostridium_viride_DSM_6836_strainDSM_6836,NZ_KK211198.1,1121344,Clostridium_viride,Unclassified_Ruminococcaceae,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes
Campylobacter_upsaliensis_DSM_5365_strainDSM_5365,NZ_JHZN01000001.1,1121269,Campylobacter_upsaliensis,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Brochothrix_thermosphacta_DSM_20171__FSL_F61036_strainDSM_20171,NZ_KK211200.1,1121126,Brochothrix_thermosphacta,Brochothrix,Listeriaceae,Bacillales,Bacilli,Firmicutes
Brackiella_oedipodis_DSM_13743_strainDSM_13743,NZ_KK211205.1,1121118,Brackiella_oedipodis,Brackiella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Mycoplasma_gallinarum_DSM_19816_strainDSM_19816,NZ_JHZE01000001.1,1122248,Mycoplasma_gallinarum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Maribacter_antarcticus_DSM_21422_strainDSM_21422,NZ_KK211214.1,1122191,Maribacter_antarcticus,Maribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Desulfobulbus_elongatus_DSM_2908_strainDSM_2908,NZ_JHZB01000001.1,1121402,Desulfobulbus_elongatus,Desulfobulbus,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria
Enterovibrio_calviensis_DSM_14347_strainDSM_14347,NZ_JHZA01000001.1,1121867,Enterovibrio_calviensis,Enterovibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria
Franconibacter_pulveris_DSM_19144_strainDSM_19144,NZ_KK211221.1,1121863,Franconibacter_pulveris,Franconibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Thiothrix_lacustris_DSM_21227_strainDSM_21227,NZ_JHYQ01000001.1,1123401,Thiothrix_lacustris,Thiothrix,Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria
Bacillus_bogoriensis_ATCC_BAA922_strainATCC_BAA922,NZ_KK211277.1,1408424,Bacillus_bogoriensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Alkaliphilus_transvaalensis_ATCC_700919_strainATCC_700919,NZ_JHYF01000001.1,1408422,Alkaliphilus_transvaalensis,Alkaliphilus,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Legionella_fairfieldensis_ATCC_49588_strainATCC_49588,NZ_JHYC01000001.1,1408444,Legionella_fairfieldensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Crocinitomix_catalasitica_ATCC_23190_strainATCC_23190,NZ_JHXV01000001.1,1408433,Crocinitomix_catalasitica,Crocinitomix,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Rhizobium_undicola_ORS_992__ATCC_700741_strainATCC_700741,NZ_JHXQ01000001.1,1370122,Rhizobium_undicola,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Prolixibacter_bellariivorans_ATCC_BAA1284_strainATCC_BAA1284,NZ_JHXO01000001.1,1408473,Prolixibacter_bellariivorans,Prolixibacter,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidetes
Prevotella_brevis_ATCC_19188_strainATCC_19188,NZ_JHXM01000001.1,1408472,Prevotella_brevis,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Butyrivibrio_proteoclasticus_P6B7_strainP6B7,NZ_JHWL01000001.1,1410650,Butyrivibrio_proteoclasticus,Butyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes
Mycoplasma_molare_ATCC_27746_strainATCC_27746,NZ_JHWG01000001.1,1448132,Mycoplasma_molare,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Legionella_lansingensis_DSM_19556__ATCC_49751_strainATCC_49751,NZ_JHWF01000001.1,1122164,Legionella_lansingensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Mycoplasma_leonicaptivi_ATCC_49890_strainATCC_49890,NZ_KK211409.1,1448135,Mycoplasma_leonicaptivi,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Fusobacterium_perfoetens_ATCC_29250_strainATCC_29250,NZ_KK211416.1,1408439,Fusobacterium_perfoetens,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria
Sulfitobacter_geojensis_strainMM124,NZ_JASE01000001.1,1342299,Sulfitobacter_geojensis,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter_mediterraneus_KCTC_32188_strainKCTC_32188,NZ_JASH01000001.1,1443112,Sulfitobacter_mediterraneus,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter_noctilucae_strainNB68,NZ_JASC01000001.1,1342302,Sulfitobacter_noctilucae,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter_noctilucicola_strainNB77,NZ_JASD01000001.1,1342301,Sulfitobacter_noctilucicola,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter_donghicola_DSW25__KCTC_12864__JCM_14565_strainKCTC_12864,NZ_JASF01000001.1,1300350,Sulfitobacter_donghicola,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Sulfitobacter_guttiformis_KCTC_32187_strainKCTC_32187,NZ_JASG01000001.1,1443111,Sulfitobacter_guttiformis,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121175_strainEC20121175,NZ_CP007269.1,1412592,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121176_strainEC20121176,NZ_CP007270.1,1412593,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121178_strainEC20121178,NZ_CP007271.1,1412595,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121179_strainEC20121179,NZ_CP007272.2,1412596,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20121180_strainEC20121180,NZ_CP007273.1,1412597,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20093266_strainSA20093266,NZ_CP007274.2,1412475,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110223_strainEC20110223,NZ_CP007266.2,1412451,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120005_strainEC20120005,NZ_CP007267.2,1412468,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120544_strainEC20120544,NZ_CP007362.2,1412536,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120548_strainEC20120548,NZ_CP007363.2,1412543,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20120555_strainEC20120555,NZ_CP007364.2,1412566,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110361_strainEC20110361,NZ_CP007263.1,1244119,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110360_strainEC20110360,NZ_CP007258.1,1244118,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110359_strainEC20110359,NZ_CP007259.1,1244113,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110358_strainEC20110358,NZ_CP007260.1,1244112,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110357_strainEC20110357,NZ_CP007261.1,1244111,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_EC20110356_strainEC20110356,NZ_CP007262.1,1243621,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19981857_strainSA19981857,NZ_CP007288.2,1412486,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19982831_strainSA19982831,NZ_CP007289.2,1412502,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19983126_strainSA19983126,NZ_CP007290.2,1412498,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19992322_strainSA19992322,NZ_CP007291.2,1412452,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19994216_strainSA19994216,NZ_CP007292.1,1412499,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20083456_strainSA20083456,NZ_CP007293.2,1412506,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20083636_strainSA20083636,NZ_CP007294.2,1412490,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA20084384_strainSA20084384,NZ_CP007295.2,1412477,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19930684_strainSA19930684,NZ_CP007277.2,1412500,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19942384_strainSA19942384,NZ_CP007278.2,1412493,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19943269_strainSA19943269,NZ_CP007279.2,1412494,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19960848_strainSA19960848,NZ_CP007280.2,1412487,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19961622_strainSA19961622,NZ_CP007281.2,1412497,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19970510_strainSA19970510,NZ_CP007282.2,1412473,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19970769_strainSA19970769,NZ_CP007283.2,1412474,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_SA19971331_strainSA19971331,NZ_CP007284.2,1412496,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
