Bacterial_Strain,Accession,TaxID,Species,Genus,Family,Order,Class,Phylum
Erwinia_pyrifoliae_DSM_12163_strainDSM_12163,NC_017390.1,644651,Erwinia_pyrifoliae,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_D23580_strainD23580,NC_016854.1,568708,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Staphylococcus_aureus_subsp_aureus_TW20_strainTW20,NC_017331.1,663951,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Cronobacter_turicensis_z3032,NC_013282.2,693216,Cronobacter_turicensis,Cronobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Citrobacter_rodentium_ICC168_strainICC168,NC_013716.1,637910,Citrobacter_rodentium,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Escherichia_coli_042_strain042,NC_017626.1,216592,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Listeria_seeligeri_serovar_12b_str_SLCC3954_strainSLCC3954,NC_013891.1,683837,Listeria_seeligeri,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes
Streptococcus_mitis_B6_strainB6,NC_013853.1,365659,Streptococcus_mitis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Streptococcus_gallolyticus_UCN34_strainUCN34,NC_013798.1,637909,Streptococcus_gallolyticus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Erwinia_amylovora_ATCC_49946_strainATCC_49946,NC_013971.1,716540,Erwinia_amylovora,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Xenorhabdus_bovienii_SS2004_strainSS2004,NC_013892.1,406818,Xenorhabdus_bovienii,Xenorhabdus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Erwinia_pyrifoliae_Ep196_strainEp196,NC_012214.1,634499,Erwinia_pyrifoliae,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Haemophilus_influenzae_Rd_KW20,NC_000907.1,71421,Haemophilus_influenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Mycoplasma_genitalium_G37_strainG37,NC_000908.2,243273,Mycoplasma_genitalium,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Mycoplasma_pneumoniae_M129_strainM129,NC_000912.1,272634,Mycoplasma_pneumoniae,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Vibrio_vulnificus_CMCP6_strainCMCP6,NC_004459.3,216895,Vibrio_vulnificus,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria
Candidatus_Blochmannia_floridanus,NC_005061.1,203907,Candidatus_Blochmannia_floridanus,Candidatus_Blochmannia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Bartonella_quintana_str_Toulouse_strainToulouse,NC_005955.1,283165,Bartonella_quintana,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Bartonella_henselae_str_Houston1_strainHouston1,NC_005956.1,283166,Bartonella_henselae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Acinetobacter_sp_ADP1_strainADP1,NC_005966.1,62977,Acinetobacter_baylyi,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Yersinia_pseudotuberculosis_IP_32953_strainIP_32953,NC_006155.1,273123,Yersinia_pseudotuberculosis,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Legionella_pneumophila_str_Paris_strainParis,NC_006368.1,297246,Legionella_pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Legionella_pneumophila_str_Lens_strainLens,NC_006369.1,297245,Legionella_pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Ehrlichia_ruminantium_str_Gardel_strainGardel,NC_006831.1,302409,Ehrlichia_ruminantium,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Brucella_abortus_2308_strain2308,NC_007618.1,359391,Brucella_abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Chromohalobacter_salexigens_DSM_3043_strainDSM_3043,NC_007963.1,290398,Chromohalobacter_salexigens,Chromohalobacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Lawsonia_intracellularis_PHEMN100_strainPHEMN100,NC_008011.1,363253,Lawsonia_intracellularis,Lawsonia,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842__JCM_1002_strainATCC_11842,NC_008054.1,390333,Lactobacillus_delbrueckii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Frankia_alni_ACN14a_strainACN14A,NC_008278.1,326424,Frankia_alni,Frankia,Frankiaceae,Frankiales,Actinobacteria,Actinobacteria
Listeria_welshimeri_serovar_6b_str_SLCC5334_strainSLCC5334,NC_008555.1,386043,Listeria_welshimeri,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes
Gramella_forsetii_KT0803_strainKT0803,NC_008571.1,411154,Gramella_forsetii,Gramella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Azoarcus_sp_BH72_strainBH72,NC_008702.1,62928,Azoarcus_sp_BH72,Azoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria
Saccharopolyspora_erythraea_NRRL_2338_strainNRRL_2338,NC_009142.1,405948,Saccharopolyspora_erythraea,Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria
Clavibacter_michiganensis_subsp_michiganensis_NCPPB_382_strainNCPPB_382,NC_009480.1,443906,Clavibacter_michiganensis,Clavibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
Synechococcus_sp_WH_7803,NC_009481.1,32051,Synechococcus_sp_WH_7803,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Synechococcus_sp_RCC307,NC_009482.1,316278,Synechococcus_sp_RCC307,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Orientia_tsutsugamushi_str_Boryong_strainBoryong,NC_009488.1,357244,Orientia_tsutsugamushi,Orientia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Clostridium_botulinum_A_str_ATCC_3502_strainATCC_3502,NC_009495.1,413999,Clostridium_botulinum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Mycoplasma_agalactiae_PG2_strainPG2,NC_009497.1,347257,Mycoplasma_agalactiae,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Flavobacterium_psychrophilum_JIP0286_strainJIP0286,NC_009613.3,402612,Flavobacterium_psychrophilum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Gluconacetobacter_diazotrophicus_PA1_5_strainPAl_5,NC_010125.1,272568,Gluconacetobacter_diazotrophicus,Gluconacetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Sorangium_cellulosum_So_ce56_strainSo_ce_56,NC_010162.1,448385,Sorangium_cellulosum,Sorangium,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria
Bordetella_petrii_strainDSM_12804,NC_010170.1,94624,Bordetella_petrii,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Chlamydia_trachomatis_L2bUCH1proctitis_strainUCH1,NC_010280.2,471473,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Chlamydia_trachomatis_434Bu_strain434Bu,NC_010287.1,471472,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Mycobacteroides_abscessus,NC_010397.1,36809,Mycobacteroides_abscessus,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Clavibacter_michiganensis_subsp_sepedonicus_strainATCC_33113,NC_010407.1,31964,Clavibacter_michiganensis,Clavibacter,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria
Acinetobacter_baumannii_AYE_strainAYE,NC_010410.1,509173,Acinetobacter_baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Cupriavidus_taiwanensis_LMG_19424_strainLMG19424,NC_010528.1,977880,Cupriavidus_taiwanensis,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Candidatus_Phytoplasma_australiense,NC_010544.1,59748,Candidatus_Phytoplasma_australiense,Candidatus_Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes
Corynebacterium_urealyticum_DSM_7109_strainDSM_7109,NC_010545.1,504474,Corynebacterium_urealyticum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Proteus_mirabilis_HI4320_strainHI4320,NC_010554.1,529507,Proteus_mirabilis,Proteus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Bordetella_avium_197N_strain197N,NC_010645.1,360910,Bordetella_avium,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Stenotrophomonas_maltophilia_K279a_strainK279a,NC_010943.1,522373,Stenotrophomonas_maltophilia,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_strainwPip,NC_010981.1,570417,Wolbachia_endosymbiont_of_Culex_quinquefasciatus,Wolbachia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Neisseria_meningitidis_alpha14_strainalpha14,NC_013016.1,662598,Neisseria_meningitidis,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Proteobacteria
Clostridioides_difficile_CD196_strainCD196,NC_013315.1,645462,Clostridioides_difficile,Clostridioides,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes
Mycoplasma_hominis_ATCC_23114_strainATCC_23114,NC_013511.1,347256,Mycoplasma_hominis,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Xanthomonas_albilineans_GPE_PC73_strainGPE_PC73,NC_013722.1,380358,Xanthomonas_albilineans,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Mycoplasma_agalactiae_strain5632,NC_013948.1,2110,Mycoplasma_agalactiae,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Salinibacter_ruber_M8_strainM8,NC_014032.1,761659,Salinibacter_ruber,Unclassified_Bacteroidetes,Unclassified_Bacteroidetes,Unclassified_Bacteroidetes,Unclassified_Bacteroidetes,Bacteroidetes
Buchnera_aphidicola_BCc_strainBCc,NC_008513.1,372461,Buchnera_aphidicola,Buchnera,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Escherichia_coli_O26:H11_str_11368_strain11368,NC_013361.1,573235,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Sphingobium_japonicum_UT26S_strainUT26S,NC_014006.1,452662,Sphingobium_japonicum,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria
Streptomyces_scabiei_8722_strain8722,NC_013929.1,680198,Streptomyces_scabiei,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Shewanella_violacea_DSS12_strainDSS12,NC_014012.1,637905,Shewanella_violacea,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Helicobacter_pylori_B38_strainB38,NC_012973.1,592205,Helicobacter_pylori,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Lactobacillus_johnsonii_FI9785_strainFI9785,NC_013504.1,633699,Lactobacillus_johnsonii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Vibrio_tasmaniensis_LGP32_strainLGP32,NC_011753.2,575788,Vibrio_tasmaniensis,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria
Thermus_thermophilus_HB8_strainHB8,NC_006461.1,300852,Thermus_thermophilus,Thermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus
Erwinia_amylovora_CFBP1430,NC_013961.1,665029,Erwinia_amylovora,Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Streptococcus_mutans_NN2025_strainNN2025,NC_013928.1,511691,Streptococcus_mutans,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Propionibacterium_freudenreichii_subsp_shermanii_CIRMBIA1_strainCIRMB1AI,NC_014215.1,754252,Propionibacterium_freudenreichii,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria
Lactobacillus_crispatus_ST1_strainST1,NC_014106.1,748671,Lactobacillus_crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Legionella_longbeachae_NSW150_strainNSW150,NC_013861.1,661367,Legionella_longbeachae,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Streptococcus_suis_P17_strainP17,NC_012925.1,218494,Streptococcus_suis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Helicobacter_mustelae_12198_strain12198,NC_013949.1,679897,Helicobacter_mustelae,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Agrobacterium_fabrum_str_C58_strainC58,NC_003062.2,176299,Agrobacterium_fabrum,Agrobacterium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Rhizobium_etli_CFN_42_strainCFN_42,NC_007761.1,347834,Rhizobium_etli,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Planctopirus_limnophila_DSM_3776_strainDSM_3776,NC_014148.1,521674,Planctopirus_limnophila,Planctopirus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes
Meiothermus_silvanus_DSM_9946_strainDSM_9946,NC_014212.1,526227,Meiothermus_silvanus,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus
Bacillus_thuringiensis_BMB171_strainBMB171,NC_014171.1,714359,Bacillus_thuringiensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Desulfurivibrio_alkaliphilus_AHT_2_strainAHT_2,NC_014216.1,589865,Desulfurivibrio_alkaliphilus,Desulfurivibrio,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria,Proteobacteria
Tsukamurella_paurometabola_DSM_20162_strainDSM_20162,NC_014158.1,521096,Tsukamurella_paurometabola,Tsukamurella,Tsukamurellaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Arcobacter_nitrofigilis_DSM_7299_strainDSM_7299,NC_014166.1,572480,Arcobacter_nitrofigilis,Arcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Moraxella_catarrhalis_BBH18_strainBBH18,NC_014147.1,1236608,Moraxella_catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Caulobacter_segnis_ATCC_21756_strainATCC_21756,NC_014100.1,509190,Caulobacter_segnis,Caulobacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria
Bifidobacterium_longum_subsp_longum_JDM301_strainJDM301,NC_014169.1,759350,Bifidobacterium_longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria
Clostridium_botulinum_F_str_230613_strain230613,NC_017297.1,758678,Clostridium_botulinum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Arcanobacterium_haemolyticum_DSM_20595_strainDSM_20595,NC_014218.1,644284,Arcanobacterium_haemolyticum,Arcanobacterium,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteria
Streptomyces_bingchenggensis_BCW1_strainBCW1,NC_016582.1,749414,Streptomyces_bingchenggensis,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Syntrophothermus_lipocalidus_DSM_12680_strainDSM_12680,NC_014220.1,643648,Syntrophothermus_lipocalidus,Syntrophothermus,Syntrophomonadaceae,Clostridiales,Clostridia,Firmicutes
Truepera_radiovictrix_DSM_17093_strainDSM_17093,NC_014221.1,649638,Truepera_radiovictrix,Truepera,Trueperaceae,Deinococcales,Deinococci,Deinococcus-Thermus
Geobacillus_sp_C56T3_strainC56T3,NC_014206.1,691437,Geobacillus_sp_C56-T3,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Chlamydia_trachomatis_DEC_strainDEC,NC_017434.1,759363,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Leuconostoc_kimchii_IMSNU_11154_strainIMSNU_11154,NC_014136.1,762051,Leuconostoc_kimchii,Leuconostoc,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes
Legionella_pneumophila_str_Corby_strainCorby,NC_009494.2,400673,Legionella_pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Leptospira_interrogans_serovar_Lai_str_56601_strain56601,NC_004342.2,189518,Leptospira_interrogans,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,Spirochaetes
Mycoplasma_gallisepticum_str_R(low)_strainR,NC_004829.2,710127,Mycoplasma_gallisepticum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Thiomonas_intermedia_K12_strainK12,NC_014153.1,75379,Thiomonas_intermedia,Unclassified_Burkholderiales,Unclassified_Burkholderiales,Burkholderiales,Betaproteobacteria,Proteobacteria
Legionella_pneumophila_230099_Alcoy_strain230099_Alcoy,NC_014125.1,423212,Legionella_pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria
Thermobispora_bispora_DSM_43833_strainDSM_43833,NC_014165.1,469371,Thermobispora_bispora,Unclassified_Actinobacteria,Unclassified_Actinobacteria,Unclassified_Actinobacteria,Actinobacteria,Actinobacteria
Chlamydia_trachomatis_E150_strainE150,NC_017439.1,707184,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Chlamydia_trachomatis_G9768_strainG9768,NC_017429.1,707185,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Chlamydia_trachomatis_G11222_strainG11222,NC_017430.1,707186,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Chlamydia_trachomatis_G11074_strainG11074,NC_017440.1,707187,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Chlamydia_trachomatis_E11023_strainE11023,NC_017431.1,707183,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Bifidobacterium_animalis_subsp_lactis_V9_strainV9,NC_017217.1,573236,Bifidobacterium_animalis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria
Waddlia_chondrophila_WSU_861044_strainWSU_861044,NC_014225.1,716544,Waddlia_chondrophila,Waddlia,Waddliaceae,Parachlamydiales,Chlamydiia,Chlamydiae
Chlamydia_trachomatis_G9301_strainG9301,NC_017432.1,718219,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Segniliparus_rotundus_DSM_44985_strainDSM_44985,NC_014168.1,640132,Segniliparus_rotundus,Segniliparus,Segniliparaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Brachyspira_murdochii_DSM_12563_strainDSM_12563,NC_014150.1,526224,Brachyspira_murdochii,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetes
Cellulomonas_flavigena_DSM_20109_strainDSM_20109,NC_014151.1,446466,Cellulomonas_flavigena,Cellulomonas,Cellulomonadaceae,Micrococcales,Actinobacteria,Actinobacteria
Burkholderia_sp_CCGE1002_strainCCGE1002,NC_014117.1,640511,Paraburkholderia_sp_CCGE1002,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Kyrpidia_tusciae_DSM_2912_strainDSM_2912,NC_014098.1,562970,Kyrpidia_tusciae,Kyrpidia,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes
Starkeya_novella_DSM_506_strainDSM_506,NC_014217.1,639283,Starkeya_novella,Starkeya,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Thermincola_potens_JR_strainJR,NC_014152.1,635013,Thermincola_potens,Thermincola,Peptococcaceae,Clostridiales,Clostridia,Firmicutes
Thermoanaerobacter_mathranii_subsp_mathranii_str_A3_strainA3,NC_014209.1,583358,Thermoanaerobacter_mathranii,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes
Nocardiopsis_dassonvillei_subsp_dassonvillei_DSM_43111_strainDSM_43111,NC_014210.1,446468,Nocardiopsis_dassonvillei,Nocardiopsis,Nocardiopsaceae,Streptosporangiales,Actinobacteria,Actinobacteria
Chlamydia_trachomatis_DLC_strainDLC,NC_017436.1,759364,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Methylotenera_versatilis_301_strain301,NC_014207.1,666681,Methylotenera_versatilis,Methylotenera,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria
Candidatus_Riesia_pediculicola_USDA_strainUSDA,NC_014109.1,515618,Candidatus_Riesia_pediculicola,Candidatus_Riesia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Bacillus_selenitireducens_MLS10_strainMLS10,NC_014219.1,439292,Bacillus_selenitireducens,Unclassified_Sporolactobacillaceae,Sporolactobacillaceae,Bacillales,Bacilli,Firmicutes
Listeria_monocytogenes_085578_strain085578,NC_013766.2,653938,Listeria_monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes
Comamonas_thiooxydans_strainCNB1_substr_CNB2,NC_013446.2,363952,Comamonas_thiooxydans,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Blattabacterium_sp_(Periplaneta_americana)_str_BPLAN_strainBPLAN,NC_013418.2,600809,Blattabacterium_sp_(Periplaneta_americana),Blattabacterium,Blattabacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes
Helicobacter_pylori_v225d_strainv225d,NC_017355.1,637913,Helicobacter_pylori,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Nitrosococcus_watsonii_C113_strainC113,NC_014315.1,105559,Nitrosococcus_watsonii,Nitrosococcus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria
Hyphomicrobium_denitrificans_ATCC_51888_strainATCC_51888,NC_014313.1,582899,Hyphomicrobium_denitrificans,Hyphomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Dehalogenimonas_lykanthroporepellens_BLDC9_strainBLDC9,NC_014314.1,552811,Dehalogenimonas_lykanthroporepellens,Unclassified_Dehalococcoidia,Unclassified_Dehalococcoidia,Unclassified_Dehalococcoidia,Dehalococcoidia,Chloroflexi
